"ID","Species","Sample_Type","Season","Month","Day","Year","Slough","Site","Habitat","Method","Throw","Length","Wet_Weight","Sex","Stomach_Kept","Comments","Freezer","Tube_Weight","Total_Mass","Sorted","neg_80_freezer","Freeze_Dried","Dried","Crushed","Isotope","Decarb","Entered_by","Checked_by","Count","size_class"
"CS156","CELSPP","invert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","3",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",NA,NA
"CS157","CELSPP","invert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","3",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",NA,NA
"CS158","CELSPP","invert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","3",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",NA,NA
"CS185","CELSPP","invert","Wet","12","18",2018,"TSL","AHMDB","Marsh","DF",NA,NA,0.17,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",2,NA
"CS186","CELSPP","invert","Wet","12","18",2018,"TSL","AHMDB","Marsh","DF",NA,NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",NA,NA
"Mi200","CHIRON","zooplankton","Wet","12","15",2018,"TSL","AHMDB","Marsh","FT",NA,NA,NA,NA,NA,"",NA,NA,NA,"Y","N","N","N",NA,"N",NA,NA,NA,25,NA
"Mi210","CHIRON","zooplankton","Wet","12","15",2018,"TSL","AHMDB","Marsh","FT",NA,NA,NA,NA,NA,"",NA,NA,NA,"Y","N","N","N",NA,"N",NA,NA,NA,25,NA
"CB13","CICBIM","vert","Wet","12","18",2018,"TSL","AHMDB","Marsh","DF",NA,53.14,6.111,NA,"N","185 LG IN FREEZER",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"C.bim1"
"CB14","CICBIM","vert","Wet","12","18",2018,"TSL","AHMDB","Marsh","DF",NA,59.17,9.707,NA,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"C.bim1"
"CM04","CICMAN","vert","Wet","12","18",2018,"TSL","AHMDB","Marsh","DF",NA,87.52,20.961,NA,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"C.man1"
"CU14","CICURO","vert","Wet","12","20",2018,"TSL","AHMDB","Marsh","EFISH",NA,150,150,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"C.uro2"
"CU25","CICURO","vert","Wet","12","18",2018,"TSL","AHMDB","Marsh","DF",NA,40.48,2.276,NA,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"C.uro1"
"CU26","CICURO","vert","Wet","12","18",2018,"TSL","AHMDB","Marsh","DF",NA,44.95,3.511,NA,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"C.uro1"
"Mi207","CLADOCERA","zooplankton","Wet","12","15",2018,"TSL","AHMDB","Marsh","FT",NA,NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y",NA,"N",NA,NA,NA,63,NA
"Mi212","CLADOCERA","zooplankton","Wet","12","15",2018,"TSL","AHMDB","Marsh","FT",NA,NA,NA,NA,NA,"**SAME AS Mi212",NA,NA,NA,"Y","Y","Y","Y",NA,"N",NA,NA,NA,63,NA
"Mi213","CLADOCERA","zooplankton","Wet","12","15",2018,"TSL","AHMDB","Marsh","FT",NA,NA,NA,NA,NA,"**SAME AS Mi212",NA,NA,NA,"Y","Y","Y","Y",NA,"N",NA,NA,NA,NA,NA
"CN72","COENAG","invert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","1",NA,0.04,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",1,NA
"CN73","COENAG","invert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","3",NA,0.109,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",5,NA
"CN74","COENAG","invert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","3",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",NA,NA
"CN75","COENAG","invert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","3",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",NA,NA
"CN76","COENAG","invert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","3",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",NA,NA
"CN77","COENAG","invert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","3",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",NA,NA
"CE59","COLEOA","invert","Wet","12","12",2018,"TSL","AHMDB","Marsh","FR",NA,NA,0.024,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",2,NA
"CE60","COLEOA","invert","Wet","12","12",2018,"TSL","AHMDB","Marsh","FR",NA,NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",NA,NA
"Mi196","COPEPOD","zooplankton","Wet","12","15",2018,"TSL","AHMDB","Marsh","FT",NA,NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y",NA,"N",NA,NA,NA,41,NA
"CX21","CORIXI","invert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","2",NA,NA,NA,NA,"TOO SMALL TO WEIGH",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",1,NA
"CX22","CORIXI","invert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","3",NA,0.002,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",1,NA
"EE14","ELAEVE","vert","Wet","12","18",2018,"TSL","AHMDB","Marsh","DF",NA,13.82,0.076,NA,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"E.eve1"
"P61","ELECEL","om","Wet","12","12",2018,"TSL","AHMDB","Marsh","FR",NA,NA,NA,NA,NA,"","N",5.462,"9.788","Y","Y","Y","Y","Y","N","N","SS","VG",NA,NA
"EG21","ENNGLO","vert","Wet","12","19",2018,"TSL","AHMDB","Marsh","DF",NA,34.27,1.47,NA,"N","45 LG IN FREEZER",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"E.glo1"
"EG22","ENNGLO","vert","Wet","12","19",2018,"TSL","AHMDB","Marsh","DF",NA,35.93,1.532,NA,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"E.glo1"
"EG23","ENNGLO","vert","Wet","12","18",2018,"TSL","AHMDB","Marsh","DF",NA,25.65,0.634,NA,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"E.glo1"
"EM31","EPHEME","invert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","1",NA,0.013,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",1,NA
"EM32","EPHEME","invert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","2",NA,0.008,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",2,NA
"EM33","EPHEME","invert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","2",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",NA,NA
"EM34","EPHEME","invert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","3",NA,0.043,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",5,NA
"EM35","EPHEME","invert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","3",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",NA,NA
"EM36","EPHEME","invert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","3",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",NA,NA
"EM37","EPHEME","invert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","3",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",NA,NA
"EM38","EPHEME","invert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","3",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",NA,NA
"Mi215","EPHEME","zooplankton","Wet","12","15",2018,"TSL","AHMDB","Marsh","FT",NA,NA,NA,NA,NA,"LARVAL",NA,NA,NA,"Y","N","N","N",NA,"N",NA,NA,NA,3,NA
"ES13","ERYSIM","invert","Wet","12","19",2018,"TSL","AHMDB","Marsh","DF",NA,NA,0.039,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",1,NA
"F03","FLOC","om","Wet","12","11",2018,"TSL","AHMDB","Marsh","FR",NA,NA,NA,NA,NA,"","",6.773,"10.873","Y","Y","Y","Y","Y","N","N","SS","VG",NA,NA
"FC50","FUNCHR","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","3",7.08,0.01,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"F.chr1"
"GH362","GAMHOL","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","2",27.51,0.42,2,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","Y","N","SS","VG",NA,"G.hol2"
"GH363","GAMHOL","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","2",26.88,0.289,2,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","Y","N","SS","VG",NA,"G.hol2"
"GH364","GAMHOL","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","2",24.97,0.283,1,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","Y","N","SS","VG",NA,"G.hol2"
"GH365","GAMHOL","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","2",22.34,0.197,2,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","Y","N","SS","VG",NA,"G.hol2"
"GH366","GAMHOL","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","3",17.51,0.117,2,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","Y","N","SS","VG",NA,"G.hol2"
"GH367","GAMHOL","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","FR",NA,23.42,0.204,2,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","Y","N","SS","VG",NA,"G.hol2"
"GH368","GAMHOL","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","FR",NA,18.45,0.09,1,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","Y","N","SS","VG",NA,"G.hol2"
"GH369","GAMHOL","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","FR",NA,14.18,0.042,3,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","Y","N","SS","VG",NA,"G.hol1"
"GH370","GAMHOL","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","FR",NA,12.69,0.033,3,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","Y","N","SS","VG",NA,"G.hol1"
"GH371","GAMHOL","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","FR",NA,12.81,0.035,3,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","Y","N","SS","VG",NA,"G.hol1"
"GH372","GAMHOL","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","FR",NA,7.69,0.007,3,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","Y","N","SS","VG",NA,"G.hol1"
"GH373","GAMHOL","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","FR",NA,8.61,0.013,3,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","Y","N","SS","VG",NA,"G.hol1"
"GH374","GAMHOL","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","FR",NA,10.2,0.018,3,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","Y","N","SS","VG",NA,"G.hol1"
"GH378","GAMHOL","vert","Wet","12","19",2018,"TSL","AHMDB","Marsh","DF",NA,28.78,0.373,2,"N","3 LG IN FREEZER",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"G.hol2"
"GH379","GAMHOL","vert","Wet","12","19",2018,"TSL","AHMDB","Marsh","DF",NA,21.65,0.179,2,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"G.hol2"
"GH380","GAMHOL","vert","Wet","12","19",2018,"TSL","AHMDB","Marsh","DF",NA,22.05,0.176,2,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"G.hol2"
"GR27","GERRID","invert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","3",NA,0.037,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",4,NA
"GR28","GERRID","invert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","3",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",NA,NA
"GR29","GERRID","invert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","3",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",NA,NA
"GR30","GERRID","invert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","3",NA,NA,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",NA,NA
"GR31","GERRID","invert","Wet","12","12",2018,"TSL","AHMDB","Marsh","FR",NA,NA,0.013,NA,NA,"",NA,NA,NA,"Y","N","N","N","N","N","N","","",1,NA
"HF118","HETFOR","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","2",14.04,0.056,2,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"H.for2"
"HF119","HETFOR","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","2",14.14,0.061,2,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"H.for2"
"HF120","HETFOR","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","2",12.87,0.043,2,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"H.for2"
"HF121","HETFOR","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","2",13.64,0.049,2,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"H.for2"
"HF122","HETFOR","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","2",13.15,0.044,2,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"H.for2"
"HF123","HETFOR","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","2",10.16,0.021,2,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"H.for1"
"HF124","HETFOR","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","2",8.01,0.006,3,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"H.for1"
"HF125","HETFOR","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","2",7.26,0.002,3,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"H.for1"
"HF126","HETFOR","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","3",16.15,0.112,2,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"H.for2"
"HF127","HETFOR","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","3",14.71,0.093,2,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"H.for2"
"HF128","HETFOR","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","3",10.29,0.025,2,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"H.for1"
"HF129","HETFOR","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","3",9.51,0.021,3,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"H.for1"
"HF130","HETFOR","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","3",8.04,0.011,3,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"H.for1"
"HF148","HETFOR","vert","Wet","12","18",2018,"TSL","AHMDB","Marsh","DF",NA,9.89,0.02,3,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"H.for1"
"LG131","LUCGOO","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","MT",NA,18.86,0.125,2,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","Y","N","SS","VG",NA,"L.goo2"
"LG132","LUCGOO","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","MT",NA,18.94,0.115,2,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","Y","N","SS","VG",NA,"L.goo2"
"LG133","LUCGOO","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","MT",NA,23.41,0.223,1,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","Y","N","SS","VG",NA,"L.goo2"
"LG134","LUCGOO","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","MT",NA,22.96,0.215,1,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","Y","N","SS","VG",NA,"L.goo2"
"LG135","LUCGOO","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","MT",NA,20.26,0.164,2,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","Y","N","SS","VG",NA,"L.goo2"
"LG136","LUCGOO","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","MT",NA,17.48,0.102,3,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","Y","N","SS","VG",NA,"L.goo1"
"LG137","LUCGOO","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","MT",NA,23.07,0.206,1,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","Y","N","SS","VG",NA,"L.goo2"
"LG138","LUCGOO","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","MT",NA,28.07,0.422,1,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"L.goo2"
"LG139","LUCGOO","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","MT",NA,22.97,0.242,1,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"L.goo2"
"LG140","LUCGOO","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","MT",NA,23.47,0.264,2,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"L.goo2"
"LG141","LUCGOO","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","MT",NA,22.22,0.192,2,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"L.goo2"
"LG142","LUCGOO","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","MT",NA,22.83,0.218,1,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"L.goo2"
"LG143","LUCGOO","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","MT",NA,26.55,0.326,2,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"L.goo2"
"LG144","LUCGOO","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","MT",NA,20.94,0.158,2,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"L.goo2"
"LG145","LUCGOO","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","MT",NA,17.24,0.099,3,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"L.goo1"
"LG146","LUCGOO","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","MT",NA,23.51,0.213,2,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"L.goo2"
"LG147","LUCGOO","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","MT",NA,21.29,0.175,2,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"L.goo2"
"LG148","LUCGOO","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","MT",NA,26.83,0.35,1,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"L.goo2"
"LG149","LUCGOO","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","MT",NA,24.56,0.331,2,"N","HAS EGGS",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"L.goo2"
"LG150","LUCGOO","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","MT",NA,14.63,0.056,3,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"L.goo1"
"LG565","LUCGOO","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","1",20.14,0.157,2,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","Y","N","SS","VG",NA,"L.goo2"
"LG566","LUCGOO","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","1",21.68,0.216,2,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","Y","N","SS","VG",NA,"L.goo2"
"LG567","LUCGOO","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","1",20.56,0.17,2,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","Y","N","SS","VG",NA,"L.goo2"
"LG568","LUCGOO","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","1",17.21,0.089,2,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","Y","N","SS","VG",NA,"L.goo1"
"LG569","LUCGOO","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","1",17.99,0.109,3,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","Y","N","SS","VG",NA,"L.goo2"
"LG570","LUCGOO","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","1",17.49,0.084,3,"Y","1 SMALL LUCGOO IN FREEZER",NA,NA,NA,"Y","Y","Y","Y","Y","Y","N","SS","VG",NA,"L.goo1"
"LG571","LUCGOO","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","2",25.52,0.252,1,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","Y","N","SS","VG",NA,"L.goo2"
"LG572","LUCGOO","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","3",24.84,0.268,1,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","Y","N","SS","VG",NA,"L.goo2"
"LG573","LUCGOO","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","3",21.9,0.174,1,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","Y","N","SS","VG",NA,"L.goo2"
"LG574","LUCGOO","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","3",16.9,0.087,3,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","Y","N","SS","VG",NA,"L.goo1"
"LG575","LUCGOO","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","3",14.37,0.063,3,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","Y","N","SS","VG",NA,"L.goo1"
"LG576","LUCGOO","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","3",15.71,0.088,3,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","Y","N","SS","VG",NA,"L.goo1"
"LG577","LUCGOO","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","FR",NA,14.59,0.048,3,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","Y","N","SS","VG",NA,"L.goo1"
"Mi214","MOLLUSC","zooplankton","Wet","12","15",2018,"TSL","AHMDB","Marsh","FT",NA,NA,NA,NA,NA,"",NA,NA,NA,"Y","N","N","N",NA,"N",NA,NA,NA,1,NA
"NP73","NOTPET","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","1",35.59,0.699,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"N.pet1"
"NP74","NOTPET","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","2",19.24,0.074,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"N.pet1"
"NP75","NOTPET","vert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","2",8.58,0.009,NA,"Y","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"N.pet1"
"NP92","NOTPET","vert","Wet","12","18",2018,"TSL","AHMDB","Marsh","DF",NA,33.19,0.499,NA,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"N.pet1"
"NP93","NOTPET","vert","Wet","12","18",2018,"TSL","AHMDB","Marsh","DF",NA,32.74,0.545,NA,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"N.pet1"
"NP94","NOTPET","vert","Wet","12","18",2018,"TSL","AHMDB","Marsh","DF",NA,24.39,0.191,NA,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"N.pet1"
"NP95","NOTPET","vert","Wet","12","18",2018,"TSL","AHMDB","Marsh","DF",NA,24.74,0.207,NA,"N","",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",NA,"N.pet1"
"Mi199","ODONATA","zooplankton","Wet","12","15",2018,"TSL","AHMDB","Marsh","FT",NA,NA,NA,NA,NA,"",NA,NA,NA,"Y","N","N","N",NA,"N",NA,NA,NA,1,NA
"Mi209","ORANGE MITE","zooplankton","Wet","12","15",2018,"TSL","AHMDB","Marsh","FT",NA,NA,NA,NA,NA,"",NA,NA,NA,"Y","N","N","N",NA,"N",NA,NA,NA,1,NA
"OM04","ORANGE MITE","invert","Wet","12","12",2018,"TSL","AHMDB","Marsh","TT","3",NA,0.001,NA,NA,"30 PALPAL IN FREEZER",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",2,NA
"Mi201","OSTRACOD","zooplankton","Wet","12","15",2018,"TSL","AHMDB","Marsh","FT",NA,NA,NA,NA,NA,"**SAME AS Mi201",NA,NA,NA,"Y","Y","Y","Y",NA,"N",NA,NA,NA,171,NA
"Mi202","OSTRACOD","zooplankton","Wet","12","15",2018,"TSL","AHMDB","Marsh","FT",NA,NA,NA,NA,NA,"**SAME AS Mi201",NA,NA,NA,"Y","Y","Y","Y",NA,"N",NA,NA,NA,NA,NA
"Mi203","OSTRACOD","zooplankton","Wet","12","15",2018,"TSL","AHMDB","Marsh","FT",NA,NA,NA,NA,NA,"**SAME AS Mi201",NA,NA,NA,"Y","Y","Y","Y",NA,"N",NA,NA,NA,NA,NA
"Mi204","OSTRACOD","zooplankton","Wet","12","15",2018,"TSL","AHMDB","Marsh","FT",NA,NA,NA,NA,NA,"**SAME AS Mi201",NA,NA,NA,"Y","Y","Y","Y",NA,"N",NA,NA,NA,NA,NA
"Mi205","OSTRACOD","zooplankton","Wet","12","15",2018,"TSL","AHMDB","Marsh","FT",NA,NA,NA,NA,NA,"**SAME AS Mi201",NA,NA,NA,"Y","Y","Y","Y",NA,"N",NA,NA,NA,NA,NA
"PP1012","PALPAL","invert","Wet","12","19",2018,"TSL","AHMDB","Marsh","DF",NA,NA,0.082,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","","",1,NA
"PP71","PALPAL","invert","Wet","12","12",2018,"TSL","AHMDB","Marsh","MT",NA,NA,3.341,NA,NA,"",NA,NA,NA,"Y","Y","Y","Y","Y","N","N","SS","VG",27,NA
