"","size_class","Invasion_Status","Habitat","Season","Length","Wet_Weight","X","Amphipoda","Araneae","Argulus","Belo.Naucor","Centrarchid","Chironomid","Cladocera","Coleoptera","Collembola","Copepoda","Cyprinodontid","Detritus","Diptera","Ephemeroptera","Green.Algae","Hemiptera","Hydrachnidia","Hymenoptera","Misc","Misc.Fish","Misc.Invert","Mollusca","Odonata","Oligochaeta","Ostracoda","Palaemonetes","Periphyton","Procambarus","Trichoptera","Vasc.Plant"
"...1783","F_chr2","Pre-Invasion","Spikerush","Dry",41,1.61,NA,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"...1784","F_chr2","Pre-Invasion","Spikerush","Dry",42.5,1.61,NA,6,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"...1785","F_chr2","Pre-Invasion","Spikerush","Dry",51.5,3.14,NA,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.1,0,0,0,0,0,1,0,0.1,0,0,0
"...1786","F_chr2","Pre-Invasion","Spikerush","Dry",64.5,5.91,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"...1787","N_cry1","Pre-Invasion","Pond","Wet",65.5,4.22,NA,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1788","N_cry1","Pre-Invasion","Pond","Wet",51,1.75,NA,0,0,0,0,0,18,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.1,0,0,0
"...1789","N_cry1","Pre-Invasion","Pond","Wet",44,1.04,NA,0,0,0,0,0,14,1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1790","N_cry1","Pre-Invasion","Pond","Wet",52,1.67,NA,0,0,0,0,0,21,0,0,0,0,0,0.1,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0
"...1791","L_sic1","Pre-Invasion","Pond","Wet",32,0.25,NA,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"...1792","L_sic1","Pre-Invasion","Pond","Wet",37.5,0.43,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"...1793","L_sic1","Pre-Invasion","Pond","Wet",42,0.56,NA,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1794","L_sic1","Pre-Invasion","Pond","Wet",28.5,0.17,NA,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1795","L_sic1","Pre-Invasion","Pond","Wet",29,0.19,NA,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1796","L_sic1","Pre-Invasion","Pond","Wet",36.5,0.38,NA,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1797","L_sic1","Pre-Invasion","Pond","Wet",37.5,0.39,NA,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1798","L_sic1","Pre-Invasion","Pond","Wet",39.5,0.41,NA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1799","L_sic1","Pre-Invasion","Pond","Wet",41.5,0.55,NA,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1800","L_sic1","Pre-Invasion","Pond","Wet",26,0.11,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1801","L_sic1","Pre-Invasion","Pond","Wet",30.5,0.18,NA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1802","L_sic1","Pre-Invasion","Pond","Wet",31.5,0.23,NA,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1803","L_sic1","Pre-Invasion","Pond","Wet",39.5,0.38,NA,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1804","L_sic1","Pre-Invasion","Pond","Wet",30.5,0.18,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1805","L_sic1","Pre-Invasion","Pond","Wet",31,0.18,NA,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1806","L_sic1","Pre-Invasion","Pond","Wet",34,0.27,NA,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1807","L_sic1","Pre-Invasion","Pond","Wet",37.5,0.36,NA,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"...1808","L_sic1","Pre-Invasion","Pond","Wet",38,0.34,NA,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"...1809","L_sic1","Pre-Invasion","Pond","Wet",43,0.54,NA,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1810","L_sic1","Pre-Invasion","Pond","Wet",43,0.49,NA,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1811","L_sic1","Pre-Invasion","Pond","Wet",42.5,0.52,NA,0,0,0,0,0,1,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1812","L_sic1","Pre-Invasion","Pond","Wet",44.5,0.57,NA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1813","L_sic1","Pre-Invasion","Pond","Wet",35,0.3,NA,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"...1814","L_sic1","Pre-Invasion","Pond","Wet",36,0.33,NA,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1815","L_sic1","Pre-Invasion","Pond","Wet",44,0.64,NA,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1816","L_sic1","Pre-Invasion","Pond","Wet",48,0.72,NA,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1817","L_sic1","Pre-Invasion","Pond","Wet",38,0.36,NA,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1818","L_sic1","Pre-Invasion","Pond","Wet",38,0.4,NA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1819","A_nat1","Pre-Invasion","Pond","Wet",83,12.6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,3,0,0,0,0,0,0,0
"...1820","A_nat1","Pre-Invasion","Pond","Wet",91,17,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.1,0,0
"...1821","A_nat1","Pre-Invasion","Pond","Wet",95,21.6,NA,2,0,0,0,0,0,0,0,0,0,0,0.1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0.1,1,2,0
"...1822","A_nat1","Pre-Invasion","Pond","Wet",74,9,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"...1823","A_nat1","Pre-Invasion","Pond","Wet",69,7,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0
"...1824","A_nat1","Pre-Invasion","Pond","Wet",64,5.13,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"...1825","A_nat1","Pre-Invasion","Pond","Wet",68,6.34,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1826","A_nat1","Pre-Invasion","Pond","Wet",73,7.31,NA,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,2,0,2,0,0,0,0,0
"...1827","A_nat1","Pre-Invasion","Pond","Wet",66,6.42,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
"...1828","A_nat1","Pre-Invasion","Pond","Wet",90,18.15,NA,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"...1829","A_nat1","Pre-Invasion","Pond","Wet",63,5.5,NA,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,2,1,0,0,1,0
"...1830","A_nat1","Pre-Invasion","Pond","Wet",66,6.75,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0
"...1831","A_nat1","Pre-Invasion","Pond","Wet",93,16.11,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.1,0,0
"...1832","A_nat1","Pre-Invasion","Pond","Wet",89,14.16,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1833","A_nat1","Pre-Invasion","Pond","Wet",62,5.5,NA,11,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.1,0,0,1,0,0,0,0,1,0
"...1834","A_nat1","Pre-Invasion","Pond","Wet",50,3.12,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"...1835","A_nat1","Pre-Invasion","Pond","Wet",53,3.3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"...1836","A_nat1","Pre-Invasion","Pond","Wet",53,3.42,NA,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0
"...1837","A_nat1","Pre-Invasion","Pond","Wet",75,0,NA,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,19,4,0,0,0,0
"...1838","A_nat1","Pre-Invasion","Pond","Wet",95,19.73,NA,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"...1839","A_nat1","Pre-Invasion","Pond","Wet",92,17.15,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"...1840","A_nat1","Pre-Invasion","Pond","Wet",96,20.47,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1841","A_nat1","Pre-Invasion","Spikerush","Wet",46,2.27,NA,3,0,0,0,0,2,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0
"...1842","A_nat1","Pre-Invasion","Spikerush","Wet",92,19.05,NA,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"...1843","A_nat1","Pre-Invasion","Spikerush","Wet",69,10.66,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0
"...1844","A_nat1","Pre-Invasion","Spikerush","Wet",69,10.66,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"...1845","A_nat1","Pre-Invasion","Spikerush","Wet",69,10.66,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"...1846","A_nat1","Pre-Invasion","Spikerush","Wet",69,10.66,NA,1,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"...1847","A_nat1","Pre-Invasion","Spikerush","Wet",69,10.66,NA,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"...1848","A_nat1","Pre-Invasion","Spikerush","Wet",69,10.66,NA,4,0,0,0,0,0,6,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1849","A_nat1","Pre-Invasion","Spikerush","Wet",69,10.66,NA,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0
"...1850","A_nat1","Pre-Invasion","Spikerush","Wet",69,10.66,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1851","A_nat1","Pre-Invasion","Spikerush","Wet",69,10.66,NA,1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
"...1852","A_nat1","Pre-Invasion","Spikerush","Wet",78,13.2,NA,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,4,0,0,0,1,0
"...1853","A_nat1","Pre-Invasion","Spikerush","Wet",59,3.86,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0
"...1854","A_nat1","Pre-Invasion","Spikerush","Wet",55.5,5.16,NA,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,0
"...1855","A_nat1","Pre-Invasion","Spikerush","Wet",57,4.54,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1856","A_nat1","Pre-Invasion","Spikerush","Wet",60.5,5.18,NA,1,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0
"...1857","A_nat1","Pre-Invasion","Spikerush","Wet",59,5.09,NA,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,1,0,0,0,0,0
"...1858","A_nat1","Pre-Invasion","Spikerush","Wet",54,3.37,NA,3,0,0,2,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2,0,0,0,1,0
"...1859","A_nat1","Pre-Invasion","Spikerush","Wet",58,4.36,NA,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"...1860","A_nat1","Pre-Invasion","Spikerush","Wet",42,0.83,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.1,0,0,0
"...1861","A_nat1","Pre-Invasion","Spikerush","Wet",16.5,0.1,NA,2,0,0,0,0,15,86,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"...1862","A_nat1","Pre-Invasion","Spikerush","Wet",19.5,0.16,NA,2,0,0,0,0,6,52,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
"...1863","A_nat1","Pre-Invasion","Spikerush","Wet",16,0.08,NA,1,0,0,0,0,2,67,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0
"...1864","A_nat1","Pre-Invasion","Spikerush","Wet",49,2.87,NA,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,1,0,0,1,0
"...1865","A_nat1","Pre-Invasion","Spikerush","Wet",40,1.38,NA,2,0,0,0,0,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
"...1866","A_nat1","Pre-Invasion","Spikerush","Wet",57.5,5.15,NA,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,6,0,0,0,0,0
"...1867","A_nat1","Pre-Invasion","Pond","Dry",95,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1868","A_nat1","Pre-Invasion","Pond","Dry",89,14.3,NA,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"...1869","A_nat1","Pre-Invasion","Pond","Dry",77.5,10.05,NA,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1870","A_nat1","Pre-Invasion","Pond","Dry",76,9.3,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1871","A_nat1","Pre-Invasion","Pond","Dry",77.5,10.06,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1872","A_nat1","Pre-Invasion","Pond","Dry",85,14.32,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1873","A_nat1","Pre-Invasion","Pond","Dry",68,6.47,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
"...1874","A_nat1","Pre-Invasion","Pond","Dry",89.5,16.24,NA,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1875","A_nat1","Pre-Invasion","Pond","Dry",77,8.75,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1876","A_nat1","Pre-Invasion","Pond","Dry",72,7.93,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1877","A_nat1","Pre-Invasion","Pond","Dry",79.5,9.39,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1878","A_nat1","Pre-Invasion","Pond","Dry",95,19.45,NA,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"...1879","A_nat1","Pre-Invasion","Pond","Dry",75,9.01,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1880","A_nat1","Pre-Invasion","Pond","Dry",76,8.11,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1881","A_nat1","Pre-Invasion","Pond","Dry",70,7.07,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"...1882","A_nat1","Pre-Invasion","Pond","Dry",88.5,14.76,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"...1883","A_nat1","Pre-Invasion","Pond","Dry",82.5,11.12,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"...1884","A_nat1","Pre-Invasion","Pond","Dry",79.5,10.03,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1885","A_nat1","Pre-Invasion","Pond","Dry",77,9.52,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1886","A_nat1","Pre-Invasion","Pond","Dry",77,9.57,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1887","A_nat1","Pre-Invasion","Pond","Dry",66,5.94,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1888","A_nat1","Pre-Invasion","Pond","Dry",79,10.2,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"...1889","A_nat1","Pre-Invasion","Pond","Dry",69.5,6.67,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"...1890","A_nat1","Pre-Invasion","Pond","Dry",66,6.09,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"...1891","A_nat1","Pre-Invasion","Pond","Dry",71,7.93,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1892","A_nat1","Pre-Invasion","Pond","Dry",75,9.25,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"...1893","A_nat1","Pre-Invasion","Pond","Dry",73,8.23,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"...1894","A_nat1","Pre-Invasion","Pond","Dry",66.5,6.07,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1895","A_nat1","Pre-Invasion","Pond","Dry",76,11.57,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1896","A_nat1","Pre-Invasion","Pond","Dry",84,14.12,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1897","A_nat1","Pre-Invasion","Pond","Dry",63.5,6.04,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1898","A_nat1","Pre-Invasion","Pond","Dry",83,12.99,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"...1899","A_nat1","Pre-Invasion","Pond","Dry",81,12.39,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
"...1900","A_nat1","Pre-Invasion","Pond","Dry",71,8.07,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1901","A_nat1","Pre-Invasion","Pond","Dry",78.5,11.37,NA,0,0,0,0,0,0,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"...1902","A_nat1","Pre-Invasion","Pond","Dry",72.5,7.51,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1903","A_nat1","Pre-Invasion","Pond","Dry",58,4.58,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"...1904","A_nat1","Pre-Invasion","Pond","Dry",71,7.52,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1905","A_nat1","Pre-Invasion","Pond","Dry",66,6.36,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1906","A_nat1","Pre-Invasion","Pond","Dry",80,12.9,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1907","A_nat1","Pre-Invasion","Pond","Dry",74,9.04,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1908","A_nat1","Pre-Invasion","Pond","Dry",67,6.71,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1909","A_nat1","Pre-Invasion","Pond","Dry",91,15.76,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1910","A_nat1","Pre-Invasion","Spikerush","Dry",53.5,3.56,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1911","A_nat1","Pre-Invasion","Spikerush","Dry",54.5,3.08,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"...1912","A_nat1","Pre-Invasion","Spikerush","Dry",48,2.74,NA,1,0,0,0,0,0,0,1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1913","A_nat1","Pre-Invasion","Spikerush","Dry",56,3.96,NA,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...1914","A_nat1","Pre-Invasion","Spikerush","Dry",49.5,2.56,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"...1915","A_nat1","Pre-Invasion","Spikerush","Dry",54,3.67,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"...1916","A_nat1","Pre-Invasion","Spikerush","Dry",77,8.43,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"...1917","A_nat1","Pre-Invasion","Spikerush","Dry",67,5.81,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0,0
"...1918","A_nat1","Pre-Invasion","Spikerush","Dry",60,4.66,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"...1919","A_nat1","Pre-Invasion","Spikerush","Dry",48,2.35,NA,1,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"...1920","A_nat1","Pre-Invasion","Spikerush","Dry",54,3.47,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
